,OverallQual,YearBuilt,YearRemodAdd,Foundation,BsmtQual,BsmtExposure,BsmtFinSF1,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice
674,5.555555555555555,6.739130434782608,2.5,2.0,7.5,7.5,4.076782449725777,3.5433562071116658,10.0,2.7712508638562543,0.0,2.4354691770422106,3.333333333333333,10.0,3.0,3.333333333333333,4.0,1.6666666666666665,5.257731958762887,3.333333333333333,2.5,2.7625899280575537,5.788043478260869,0.0,1.7810540586341297
868,4.444444444444445,5.507246376811594,0.0,6.0,10.0,10.0,0.0,0.0,5.0,4.191430545957153,3.9603960396039604,6.030974795019739,6.666666666666666,10.0,5.0,3.333333333333333,8.0,1.6666666666666665,6.701030927835051,6.666666666666666,5.0,4.83453237410072,1.6304347826086958,2.6325411334552102,2.2724961870869347
652,6.666666666666666,8.985507246376812,7.666666666666667,4.0,5.0,7.5,0.0,2.744853399875234,0.0,1.9868693849343468,4.438943894389439,4.196781050713635,6.666666666666666,6.666666666666666,5.0,3.333333333333333,8.0,1.6666666666666665,8.45360824742268,3.333333333333333,5.0,3.683453237410072,0.0,2.1937842778793417,2.6453143534994066
1178,4.444444444444445,3.5507246376811596,0.0,0.0,7.5,7.5,0.0,2.2800998128509047,0.0,1.6793365583966826,2.8767876787678768,3.064075311266323,3.333333333333333,10.0,5.0,3.333333333333333,4.0,8.333333333333334,0.9278350515463918,6.666666666666666,2.5,1.3381294964028778,2.608695652173913,0.0,2.0335536349771224
1453,4.444444444444445,9.710144927536232,9.333333333333334,4.0,5.0,7.5,0.0,3.555832813474735,0.0,2.785072563925363,0.0,2.447616155481324,3.333333333333333,10.0,4.0,0.0,10.0,10.0,10.0,10.0,0.0,0.0,0.4891304347826087,1.023765996343693,0.8405355024572105
812,4.444444444444445,5.797101449275362,0.3333333333333333,2.0,7.5,0.0,0.0,1.684341859014348,10.0,2.4533517622667587,0.0,2.156088672942605,3.333333333333333,3.333333333333333,2.0,0.0,10.0,3.333333333333333,3.917525773195876,6.666666666666666,5.0,3.6258992805755397,0.0,0.0,0.3574478901881037
0,6.666666666666666,9.492753623188406,8.833333333333332,4.0,5.0,7.5,3.226691042047532,2.6699937616968183,0.0,1.8037318590186593,4.697469746974697,4.178560583054965,6.666666666666666,6.666666666666666,6.0,0.0,10.0,1.6666666666666665,9.175257731958762,3.333333333333333,5.0,3.942446043165468,0.0,1.1151736745886656,2.941874258600237
256,5.555555555555555,9.492753623188406,8.833333333333332,4.0,5.0,7.5,2.2989031078610602,2.6949469744229573,0.0,1.8313752591568764,4.752475247524752,4.2332219860309745,6.666666666666666,6.666666666666666,5.0,0.0,10.0,1.6666666666666665,9.175257731958762,3.333333333333333,5.0,4.841726618705036,2.9347826086956523,1.023765996343693,2.9249279783087614
983,7.777777777777778,9.420289855072463,8.666666666666668,4.0,5.0,5.0,0.0,3.5184029943855273,0.0,2.816171389080857,6.276127612761276,5.939872456726389,6.666666666666666,6.666666666666666,7.0,3.333333333333333,4.0,1.6666666666666665,9.072164948453608,6.666666666666666,5.0,5.60431654676259,0.0,0.0,3.7451279444162004
1336,4.444444444444445,7.3188405797101455,3.8333333333333335,2.0,7.5,7.5,0.0,5.165315034310668,10.0,4.568071872840359,0.0,4.014576374126936,6.666666666666666,10.0,6.0,0.0,10.0,8.333333333333334,6.082474226804123,6.666666666666666,5.0,3.640287769784173,0.0,3.857404021937843,1.6963226571767498
959,6.666666666666666,9.202898550724637,8.166666666666666,4.0,5.0,7.5,2.7605118829981716,2.1709295071740486,0.0,1.2508638562543193,3.9603960396039604,3.28575766778014,6.666666666666666,6.666666666666666,4.0,0.0,10.0,8.333333333333334,8.762886597938145,6.666666666666666,5.0,3.4820143884892083,0.0,0.8043875685557588,2.0352482630062703
1285,5.555555555555555,4.855072463768116,0.0,2.0,7.5,7.5,0.0,2.432938240798503,0.0,1.6966136834830683,3.228822882288229,3.2736106893410266,3.333333333333333,10.0,4.0,3.333333333333333,4.0,8.333333333333334,2.783505154639175,6.666666666666666,2.5,2.014388489208633,0.6114130434782609,0.0,1.6539569564480596
647,5.555555555555555,5.869565217391305,0.5,2.0,7.5,5.0,2.2851919561243146,3.4123518402994386,0.0,2.626123013130615,0.0,2.3079259034315216,3.333333333333333,10.0,3.0,6.666666666666666,4.0,1.6666666666666665,4.020618556701031,3.333333333333333,5.0,3.5611510791366907,0.0,0.0,2.0352482630062703
903,6.666666666666666,9.710144927536232,9.333333333333334,4.0,5.0,7.5,0.0,5.208983156581409,0.0,4.61644782308224,0.0,4.0570907986638325,6.666666666666666,6.666666666666666,5.0,3.333333333333333,4.0,1.6666666666666665,9.484536082474227,3.333333333333333,7.5,4.9640287769784175,1.9565217391304348,1.0968921389396709,3.475682087781732
1385,3.333333333333333,3.6231884057971016,9.5,0.0,7.5,7.5,3.359232175502742,2.48284466625078,5.0,1.5964063579820318,1.9691969196919692,2.4901305800182207,3.333333333333333,6.666666666666666,5.0,0.0,10.0,8.333333333333334,1.0309278350515463,6.666666666666666,2.5,1.7266187050359714,0.0,1.7550274223034734,1.5353329944077276
143,6.666666666666666,9.202898550724637,8.166666666666666,4.0,5.0,2.5,3.103290676416819,4.647535870243294,0.0,4.032480995162405,0.0,3.543880959611297,6.666666666666666,6.666666666666666,4.0,0.0,10.0,1.6666666666666665,8.762886597938145,3.333333333333333,5.0,4.151079136690647,1.9565217391304348,0.5301645338208409,2.8656159972885953
1149,6.666666666666666,3.4782608695652173,6.333333333333333,4.0,7.5,7.5,2.851919561243144,2.0274485339987525,0.0,1.7208016586040085,3.5753575357535756,3.4861828120255085,3.333333333333333,10.0,5.0,0.0,10.0,8.333333333333334,1.8556701030927836,6.666666666666666,5.0,2.3309352517985613,0.0,0.0,1.831892899508558
1275,4.444444444444445,5.507246376811594,0.0,2.0,7.5,7.5,1.0054844606946984,2.894572676232065,5.0,2.0525224602626126,5.456545654565456,4.816276951108412,6.666666666666666,10.0,8.0,0.0,10.0,8.333333333333334,3.5051546391752577,6.666666666666666,5.0,2.8776978417266186,0.0,0.0,1.7302152177597017
745,7.777777777777778,7.536231884057971,7.666666666666667,2.0,7.5,7.5,2.6279707495429614,3.5620711166562695,0.0,2.9060124395300626,8.47084708470847,7.230488915882174,10.0,6.666666666666666,9.0,6.666666666666666,8.0,5.0,8.24742268041237,0.0,5.0,5.9784172661870505,0.0,3.7294332723948815,4.489069649211998
1236,6.666666666666666,9.492753623188406,8.833333333333332,4.0,5.0,7.5,0.0,2.3830318153462255,0.0,1.4858327574291639,4.741474147414742,3.9234740358335864,6.666666666666666,6.666666666666666,4.0,0.0,10.0,5.0,9.175257731958762,3.333333333333333,5.0,3.410071942446043,0.0,0.4936014625228519,2.3826470089815284
1058,8.88888888888889,9.855072463768117,9.666666666666666,4.0,0.0,0.0,4.2778793418647165,3.443543356207112,0.0,2.750518313752592,5.797579757975797,5.617977528089888,6.666666666666666,0.0,8.0,3.333333333333333,4.0,1.6666666666666665,9.690721649484535,0.0,7.5,6.014388489208633,0.0,1.8647166361974408,5.085578715471954
789,5.555555555555555,6.811594202898551,9.5,2.0,7.5,2.5,2.595978062157221,2.595134123518403,5.0,2.2183828610919143,6.111111111111112,5.323413300941391,6.666666666666666,6.666666666666666,7.0,0.0,10.0,1.6666666666666665,5.360824742268041,0.0,5.0,3.194244604316547,1.8070652173913042,3.0712979890310788,2.586002372479241
1158,7.777777777777778,9.782608695652174,9.666666666666666,4.0,5.0,7.5,0.0,4.9282595134123515,0.0,4.305459571527298,0.0,3.783783783783784,6.666666666666666,6.666666666666666,5.0,0.0,10.0,1.6666666666666665,9.690721649484535,3.333333333333333,7.5,5.971223021582733,0.0,0.43875685557586835,3.393119810201661
468,7.777777777777778,9.710144927536232,9.333333333333334,4.0,5.0,7.5,0.0,5.0717404865876485,0.0,4.492052522460263,0.0,3.947767992711813,6.666666666666666,6.666666666666666,5.0,3.333333333333333,4.0,1.6666666666666665,9.484536082474227,3.333333333333333,7.5,6.230215827338129,0.0,0.8043875685557588,3.6451448906964923
353,5.555555555555555,4.057971014492754,8.833333333333332,0.0,7.5,7.5,0.0,1.9463505926388023,5.0,1.33379405666897,0.0,1.1721834193744305,3.333333333333333,10.0,3.0,0.0,10.0,8.333333333333334,9.381443298969073,6.666666666666666,5.0,3.4820143884892083,1.440217391304348,0.0,1.2031859006947974
941,6.666666666666666,9.202898550724637,8.166666666666666,4.0,5.0,7.5,3.5283363802559413,3.094198378041173,0.0,2.377332411886662,5.70957095709571,5.241421196477376,6.666666666666666,6.666666666666666,6.0,3.333333333333333,8.0,5.0,8.762886597938145,3.333333333333333,5.0,2.805755395683453,0.0,0.0,3.035078800203355
1011,4.444444444444445,6.739130434782608,2.5,2.0,10.0,10.0,0.0,0.0,10.0,4.595715272978577,0.0,4.038870331005163,6.666666666666666,10.0,6.0,0.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,1.103202846975089
1220,4.444444444444445,6.666666666666666,2.3333333333333335,2.0,7.5,7.5,1.425959780621572,2.8446662507797877,10.0,1.9972356599861782,0.0,1.7552383844518675,3.333333333333333,10.0,3.0,0.0,10.0,1.6666666666666665,5.154639175257731,6.666666666666666,2.5,2.0719424460431655,0.0,0.0,1.357397051347229
12,4.444444444444445,6.521739130434783,2.0,2.0,7.5,7.5,3.36837294332724,2.8446662507797877,10.0,1.9972356599861782,0.0,1.7552383844518675,3.333333333333333,10.0,2.0,0.0,10.0,8.333333333333334,4.948453608247423,6.666666666666666,2.5,2.5323741007194247,1.9021739130434785,0.0,1.8488391798000339
190,7.777777777777778,4.3478260869565215,7.333333333333333,2.0,5.0,7.5,1.3574040219378427,2.6606363069245162,10.0,4.198341395991707,6.47964796479648,7.266929851199514,6.666666666666666,6.666666666666666,8.0,6.666666666666666,8.0,8.333333333333334,2.0618556701030926,6.666666666666666,5.0,3.1654676258992804,0.0,1.3528336380255943,4.746653109642434
517,6.666666666666666,8.985507246376812,7.833333333333333,4.0,5.0,7.5,0.0,3.9426076107298815,0.0,3.2584657912923287,5.8690869086908695,6.103856665654418,6.666666666666666,6.666666666666666,5.0,3.333333333333333,8.0,1.6666666666666665,8.45360824742268,3.333333333333333,7.5,6.395683453237409,2.9891304347826084,0.0,3.8993390950686324
1062,4.444444444444445,2.028985507246377,0.0,0.0,7.5,7.5,0.0,2.06487835308796,10.0,3.7595024187975126,5.033003300330034,6.082599453385971,6.666666666666666,10.0,8.0,0.0,10.0,8.333333333333334,3.1958762886597936,6.666666666666666,5.0,4.028776978417266,0.0,1.0420475319926874,0.9337400440603287
426,6.666666666666666,8.478260869565217,6.5,4.0,5.0,2.5,6.937842778793418,4.734872114784778,5.0,4.526606772633034,0.0,3.978135438809596,6.666666666666666,6.666666666666666,3.0,3.333333333333333,8.0,1.6666666666666665,7.731958762886598,0.0,5.0,4.093525179856115,1.0869565217391304,0.0,4.068801897983393
230,5.555555555555555,6.304347826086957,1.5,2.0,7.5,7.5,0.0,3.7242669993761695,10.0,2.9716655148583278,0.0,2.6116003644093535,3.333333333333333,10.0,4.0,0.0,10.0,1.6666666666666665,4.639175257731959,3.333333333333333,2.5,2.2446043165467624,0.0,0.0,1.916624300965938
712,7.777777777777778,8.405797101449275,6.5,4.0,5.0,5.0,3.5054844606946984,3.830318153462258,5.0,3.08914996544575,0.0,2.714849681141816,6.666666666666666,6.666666666666666,3.0,3.333333333333333,4.0,1.6666666666666665,7.628865979381443,0.0,5.0,3.3956834532374103,2.282608695652174,2.1937842778793417,2.6114217929164547
561,4.444444444444445,7.391304347826086,4.166666666666667,2.0,5.0,0.0,4.894881170018282,4.332501559575795,5.0,3.645473393227367,0.0,3.203765563316125,3.333333333333333,10.0,4.0,3.333333333333333,8.0,1.6666666666666665,6.288659793814433,3.333333333333333,5.0,3.0071942446043165,3.2608695652173916,0.6946983546617915,2.2894424673784104
631,7.777777777777778,9.710144927536232,9.333333333333334,4.0,5.0,5.0,0.10968921389396709,4.847161572052402,0.0,4.215618521078093,0.0,3.7048284239295475,6.666666666666666,6.666666666666666,4.0,3.333333333333333,4.0,1.6666666666666665,9.484536082474227,3.333333333333333,5.0,4.510791366906474,2.119565217391304,1.3345521023765996,2.9588205388917133
322,6.666666666666666,8.26086956521739,6.166666666666667,2.0,7.5,2.5,0.12797074954296161,4.684965689332501,0.0,4.212163096060816,6.474147414741474,7.276040085028849,6.666666666666666,6.666666666666666,6.0,3.333333333333333,8.0,1.6666666666666665,7.525773195876289,0.0,5.0,4.143884892086331,2.7309782608695654,1.7550274223034734,4.509405185561769
104,6.666666666666666,4.27536231884058,0.0,4.0,7.5,7.5,1.023765996343693,3.2439176543980035,0.0,3.0822391154111957,3.2563256325632564,4.506529000911023,3.333333333333333,10.0,5.0,6.666666666666666,8.0,8.333333333333334,3.8144329896907214,6.666666666666666,2.5,1.7266187050359714,0.0,0.0,2.2809693272326728
752,5.555555555555555,9.057971014492754,7.833333333333333,4.0,5.0,2.5,5.484460694698354,4.613225202744854,0.0,4.0082930200414655,0.0,3.5226237473428483,6.666666666666666,6.666666666666666,4.0,0.0,10.0,1.6666666666666665,8.556701030927835,3.333333333333333,5.0,4.143884892086331,2.282608695652174,0.4936014625228519,3.085917641077783
592,4.444444444444445,7.971014492753623,8.833333333333332,4.0,7.5,7.5,3.7294332723948815,2.545227698066126,0.0,1.6655148583275743,0.0,1.4637109019131491,3.333333333333333,10.0,2.0,0.0,10.0,8.333333333333334,7.319587628865979,0.0,5.0,5.870503597122302,0.0,0.0,1.7471614980511776
1007,3.333333333333333,7.101449275362319,3.333333333333333,2.0,7.5,7.5,1.2477148080438758,1.7030567685589522,10.0,0.7325501036627504,3.0033003300330035,2.301852414211965,3.333333333333333,10.0,4.0,0.0,10.0,1.6666666666666665,5.773195876288659,3.333333333333333,2.5,2.0575539568345325,3.233695652173913,0.0,0.8998474834773768
1035,3.333333333333333,6.159420289855072,1.1666666666666667,6.0,10.0,10.0,0.0,0.0,0.0,1.7657221838286108,0.0,1.5517764955967204,3.333333333333333,10.0,3.0,0.0,10.0,8.333333333333334,4.43298969072165,6.666666666666666,2.5,2.0863309352517985,2.5271739130434785,0.0,0.8320623623114726
810,5.555555555555555,7.391304347826086,8.166666666666666,2.0,7.5,7.5,3.030164533820841,3.2439176543980035,2.5,3.369039391845197,0.0,2.96082599453386,3.333333333333333,6.666666666666666,3.0,3.333333333333333,2.0,1.6666666666666665,6.185567010309279,3.333333333333333,5.0,3.4820143884892083,3.6005434782608696,0.0,2.475851550584647
496,7.777777777777778,8.695652173913043,7.166666666666667,4.0,5.0,7.5,5.626142595978062,9.981285090455396,0.0,10.0,0.0,8.788338900698452,10.0,6.666666666666666,8.0,3.333333333333333,4.0,1.6666666666666665,8.041237113402062,3.333333333333333,5.0,3.9280575539568345,3.5869565217391304,1.3711151736745886,6.695475343162176
1177,5.555555555555555,3.9130434782608696,9.0,2.0,7.5,7.5,2.1389396709323583,2.551466001247661,10.0,1.6724257083621286,2.233223322332233,2.7027027027027026,3.333333333333333,10.0,3.0,0.0,10.0,8.333333333333334,1.4432989690721647,6.666666666666666,2.5,1.5107913669064748,0.0,0.0,1.357397051347229
1376,5.555555555555555,4.202898550724638,0.0,0.0,5.0,5.0,1.7550274223034734,2.395508421709295,10.0,1.5756738078783692,0.0,1.3847555420589128,3.333333333333333,10.0,2.0,0.0,10.0,8.333333333333334,1.3402061855670102,6.666666666666666,2.5,1.1510791366906474,0.0,2.577696526508227,0.9506863243518048
1090,2.2222222222222223,5.652173913043478,0.0,6.0,10.0,10.0,0.0,0.0,2.5,2.4395300621976506,0.0,2.1439416945034924,6.666666666666666,10.0,4.0,0.0,10.0,8.333333333333334,7.525773195876289,6.666666666666666,5.0,2.8776978417266186,0.0,0.0,0.9828842569056093
1319,3.333333333333333,5.942028985507246,0.6666666666666666,4.0,7.5,7.5,2.248628884826325,2.6949469744229573,0.0,2.121630960608155,0.0,1.864561190403887,3.333333333333333,10.0,3.0,0.0,10.0,1.6666666666666665,4.123711340206185,6.666666666666666,2.5,1.7841726618705036,0.0,0.0,1.2896119301813251
16,5.555555555555555,7.101449275362319,3.333333333333333,2.0,7.5,7.5,2.641681901279708,3.1316281971303805,0.0,2.3151347615756737,0.0,2.034618888551473,3.333333333333333,10.0,3.0,3.333333333333333,8.0,1.6666666666666665,5.773195876288659,0.0,5.0,3.4532374100719427,0.0,0.0,1.9335705812574138
28,4.444444444444445,6.159420289855072,7.833333333333333,2.0,7.5,2.5,5.836380255941499,4.6288209606986905,10.0,4.37456807187284,0.0,3.8445186759793506,3.333333333333333,10.0,4.0,6.666666666666666,4.0,1.6666666666666665,4.43298969072165,3.333333333333333,2.5,2.2949640287769784,3.9130434782608696,4.716636197440585,2.9249279783087614
1166,7.777777777777778,9.855072463768117,9.666666666666666,4.0,5.0,0.0,0.0,5.283842794759826,0.0,4.69937802349689,0.0,4.129972669298512,6.666666666666666,6.666666666666666,5.0,0.0,10.0,1.6666666666666665,9.690721649484535,3.333333333333333,7.5,5.582733812949641,2.1739130434782608,0.603290676416819,3.566344687341129
731,6.666666666666666,9.492753623188406,8.833333333333332,4.0,0.0,0.0,3.592321755027422,2.7074235807860263,0.0,2.8058051140290257,0.0,2.4658366231399937,6.666666666666666,6.666666666666666,4.0,3.333333333333333,4.0,1.6666666666666665,9.175257731958762,0.0,5.0,3.1510791366906474,2.1739130434782608,0.4021937842778794,2.586002372479241
90,3.333333333333333,5.652173913043478,0.0,6.0,10.0,10.0,0.0,0.0,10.0,2.4395300621976506,0.0,2.1439416945034924,3.333333333333333,10.0,2.0,0.0,10.0,8.333333333333334,3.711340206185567,6.666666666666666,5.0,3.0215827338129495,0.0,0.5301645338208409,1.2709710218607015
908,4.444444444444445,8.043478260869566,5.5,2.0,5.0,0.0,1.3756855575868374,2.6949469744229573,10.0,1.962681409813407,0.0,1.7248709383540843,3.333333333333333,10.0,3.0,0.0,10.0,1.6666666666666665,7.113402061855671,6.666666666666666,5.0,3.4820143884892083,2.2282608695652173,0.0,1.6285375360108456
212,6.666666666666666,9.927536231884059,9.833333333333332,4.0,5.0,7.5,3.7568555758683733,2.8072364316905802,0.0,2.0663441603317207,5.06050605060506,4.609778317643486,6.666666666666666,6.666666666666666,5.0,3.333333333333333,8.0,1.6666666666666665,9.79381443298969,3.333333333333333,5.0,4.633093525179856,2.282608695652174,1.9744058500914077,3.690527029317065
1279,3.333333333333333,3.4782608695652173,0.0,2.0,7.5,7.5,0.0,2.1771678103555834,10.0,1.2577747062888736,2.3652365236523654,2.411175220163984,3.333333333333333,10.0,4.0,0.0,10.0,8.333333333333334,6.804123711340207,3.333333333333333,5.0,3.7985611510791366,0.40760869565217395,0.0,0.5677003897644467
757,5.555555555555555,7.6811594202898545,4.666666666666667,2.0,7.5,5.0,2.001828153564899,2.096069868995633,10.0,1.1679336558396682,3.927392739273927,3.1946553294867903,6.666666666666666,10.0,4.0,3.333333333333333,8.0,1.6666666666666665,6.597938144329897,0.0,5.0,3.1654676258992804,4.551630434782608,0.0,2.1013387561430266
279,6.666666666666666,7.608695652173914,4.5,2.0,5.0,7.5,1.7915904936014626,3.618215845290081,0.0,2.8403593642017966,4.7634763476347635,5.1260249013058,6.666666666666666,10.0,6.0,3.333333333333333,8.0,1.6666666666666665,6.494845360824742,0.0,5.0,3.633093525179856,3.9130434782608696,2.1389396709323583,2.6622606337908827
267,4.444444444444445,4.855072463768116,7.833333333333333,4.0,7.5,7.5,1.727605118829982,2.245789145352464,0.0,2.4809951624049758,3.9603960396039604,5.642271484968115,6.666666666666666,6.666666666666666,6.0,3.333333333333333,4.0,8.333333333333334,2.783505154639175,6.666666666666666,2.5,1.7266187050359714,3.5597826086956523,0.43875685557586835,2.4504321301474326
470,7.777777777777778,8.18840579710145,5.833333333333334,4.0,5.0,0.0,1.6819012797074953,4.641297567061759,10.0,4.035936420179683,0.0,3.546917704221075,3.333333333333333,6.666666666666666,2.0,0.0,10.0,1.6666666666666665,7.319587628865979,3.333333333333333,5.0,3.7985611510791366,0.0,0.9872029250457038,3.001186239620403
1029,5.555555555555555,7.246376811594203,3.6666666666666665,2.0,7.5,7.5,1.4488117001828154,2.096069868995633,5.0,1.1679336558396682,3.0033003300330035,2.6844822350440327,3.333333333333333,10.0,5.0,0.0,10.0,8.333333333333334,5.979381443298969,6.666666666666666,2.5,1.8992805755395683,0.0,0.5118829981718465,1.4082358922216573
816,4.444444444444445,5.942028985507246,0.6666666666666666,2.0,7.5,7.5,2.221206581352834,3.14410480349345,5.0,2.328956461644782,0.0,2.046765866990586,3.333333333333333,10.0,2.0,3.333333333333333,4.0,1.6666666666666665,4.123711340206185,3.333333333333333,2.5,1.9784172661870503,0.0,0.0,1.7302152177597017
922,5.555555555555555,9.63768115942029,9.333333333333334,4.0,5.0,7.5,0.12797074954296161,4.104803493449782,0.0,3.3932273669661366,0.0,2.982083206802308,6.666666666666666,6.666666666666666,4.0,3.333333333333333,4.0,1.6666666666666665,9.381443298969073,0.0,5.0,2.856115107913669,1.358695652173913,0.0,2.2892730045754957
1052,5.555555555555555,6.666666666666666,4.666666666666667,2.0,7.5,7.5,2.020109689213894,2.545227698066126,10.0,2.74015203870076,4.675467546754676,4.989371393865776,3.333333333333333,10.0,7.0,3.333333333333333,8.0,1.6666666666666665,5.154639175257731,3.333333333333333,5.0,3.8848920863309355,0.0,0.9506398537477148,2.2047110659210305
464,4.444444444444445,7.6811594202898545,4.666666666666667,2.0,5.0,7.5,2.8153564899451555,3.2439176543980035,10.0,2.4395300621976506,0.0,2.1439416945034924,6.666666666666666,10.0,3.0,0.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,1.5099135739705136
1441,5.555555555555555,9.565217391304348,9.0,4.0,5.0,0.0,3.1855575868372945,2.6450405489706803,0.0,1.7760884588804424,0.0,1.5608867294260553,3.333333333333333,6.666666666666666,1.0,3.333333333333333,8.0,1.6666666666666665,9.278350515463918,3.333333333333333,5.0,3.0215827338129495,2.0244565217391304,0.0,1.9386544653448567
130,6.666666666666666,6.811594202898551,2.6666666666666665,2.0,7.5,7.5,2.0338208409506398,2.8820960698689957,0.0,3.0476848652384243,5.176017601760176,5.535985423625873,6.666666666666666,6.666666666666666,6.0,6.666666666666666,4.0,1.6666666666666665,5.360824742268041,0.0,5.0,3.5035971223021583,1.4266304347826086,1.206581352833638,3.2384341637010676
921,4.444444444444445,2.028985507246377,8.833333333333332,2.0,7.5,7.5,4.954296160877513,3.96756082345602,5.0,3.2411886662059435,5.104510451045105,5.666565441846341,6.666666666666666,10.0,7.0,0.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,1.2797074954296161,1.8810371123538383
1416,3.333333333333333,0.9420289855072463,0.0,4.0,7.5,7.5,0.0,2.423580786026201,5.0,3.1513476157567384,5.742574257425742,5.939872456726389,6.666666666666666,10.0,9.0,0.0,10.0,8.333333333333334,5.876288659793815,6.666666666666666,5.0,4.028776978417266,0.0,0.0,1.4844941535332996
276,6.666666666666666,9.492753623188406,8.833333333333332,4.0,0.0,7.5,0.0,4.865876481597006,0.0,4.236351071181756,0.0,3.723048891588218,6.666666666666666,6.666666666666666,5.0,0.0,10.0,1.6666666666666665,9.175257731958762,0.0,5.0,4.122302158273381,1.358695652173913,2.742230347349177,2.8147771564141673
36,4.444444444444445,8.840579710144928,7.5,4.0,5.0,7.5,0.0,3.4217092950717403,0.0,2.6364892881824464,0.0,2.3170361372608563,3.333333333333333,10.0,4.0,0.0,10.0,1.6666666666666665,8.350515463917526,6.666666666666666,5.0,4.83453237410072,5.326086956521739,1.170018281535649,1.86578546009151
33,4.444444444444445,6.304347826086957,1.5,2.0,7.5,7.5,4.652650822669104,4.3605739238927015,5.0,4.720110573600553,0.0,4.148193136957182,3.333333333333333,6.666666666666666,4.0,3.333333333333333,4.0,1.6666666666666665,4.639175257731959,3.333333333333333,5.0,3.215827338129497,0.0,0.6946983546617915,2.213184206066768
